	CTX-M-130	CTX-M-121	CTX-M-155	CTX-M-42	CTX-M-112	CTX-M-50	CTX-M-24	CTX-M-19	CTX-M-38	CTX-M-58	CTX-M-56	CTX-M-88	CTX-M-126	CTX-M-107	CTX-M-11	CTX-M-125	CTX-M-101	CTX-M-36	CTX-M-35	CTX-M-159	CTX-M-151	CTX-M-25	CTX-M-147	CTX-M-1	CTX-M-94	CTX-M-30	CTX-M-76	CTX-M-69	CTX-M-9	CTX-M-82	CTX-M-47	CTX-M-117	CTX-M-41	CTX-M-20	CTX-M-122	CTX-M-34	CTX-M-65	CTX-M-137	CTX-M-123	CTX-M-40	CTX-M-98	CTX-M-49	CTX-M-81	CTX-M-100	CTX-M-8	CTX-M-48	CTX-M-55	CTX-M-31	CTX-M-87	CTX-M-158	CTX-M-68	CTX-M-102	CTX-M-14	CTX-M-108	CTX-M-142	CTX-M-99	CTX-M-131	CTX-M-93	CTX-M-139	CTX-M-113	CTX-M-77	CTX-M-61	CTX-M-4	CTX-M-86	CTX-M-54	CTX-M-22	CTX-M-114	CTX-M-141	CTX-M-7	CTX-M-21	CTX-M-64	CTX-M-124	CTX-M-39	CTX-M-105	CTX-M-28	CTX-M-6	CTX-M-33	CTX-M-96	CTX-M-157	CTX-M-46	CTX-M-67	CTX-M-110	CTX-M-109	CTX-M-80	CTX-M-85	CTX-M-3	CTX-M-52	CTX-M-132	CTX-M-26	CTX-M-60	CTX-M-92	CTX-M-74	CTX-M-103	CTX-M-13	CTX-M-78	CTX-M-44	CTX-M-63	CTX-M-32	CTX-M-84	CTX-M-16	CTX-M-152	CTX-M-156	CTX-M-95	CTX-M-71	CTX-M-53	CTX-M-2	CTX-M-79	CTX-M-5	CTX-M-90	CTX-M-66	CTX-M-45	CTX-M-23	CTX-M-144	CTX-M-115	CTX-M-106	CTX-M-12	CTX-M-134	CTX-M-27	CTX-M-59	CTX-M-91	CTX-M-75	CTX-M-72	CTX-M-116	CTX-M-111	CTX-M-51	CTX-M-17	CTX-M-136	CTX-M-29	CTX-M-43	CTX-M-148	CTX-M-10	CTX-M-160	CTX-M-83	CTX-M-89	CTX-M-129	CTX-M-37	CTX-M-104	CTX-M-62	CTX-M-15	CTX-M-161	CTX-M-162	CTX-M-163	CTX-M-164	CTX-M-165	CTX-M-166	CTX-M-127	CTX-M-138	CTX-M-140	CTX-M-143	CTX-M-146	CTX-M-150	CTX-M-153	CTX-M-154	CTX-M-167	CTX-M-168	CTX-M-169	CTX-M-170	CTX-M-171	CTX-M-172	CTX-M-173	CTX-M-174	CTX-M-175	CTX-M-176	CTX-M-177	CTX-M-178	CTX-M-179	CTX-M-180	CTX-M-181	CTX-M-182	CTX-M-183	CTX-M-184	CTX-M-185	CTX-M-186	CTX-M-187	CTX-M-188	CTX-M-189	CTX-M-190	CTX-M-191	CTX-M-192	CTX-M-193	CTX-M-194	CTX-M-195	CTX-M-196	CTX-M-197	CTX-M-198	CTX-M-199	CTX-M-200	CTX-M-201	CTX-M-202	CTX-M-203	CTX-M-204	CTX-M-205	CTX-M-206	CTX-M-207	CTX-M-208	CTX-M-209	CTX-M-210	CTX-M-211	CTX-M-212	CTX-M-213	CTX-M-214	CTX-M-215	CTX-M-216	CTX-M-217	CTX-M-218	CTX-M-219	CTX-M-220	CTX-M-221	CTX-M-222	CTX-M-223	CTX-M-224	CTX-M-225	CTX-M-226	CTX-M-227	CTX-M-228	CTX-M-229	CTX-M-230	CTX-M-231	CTX-M-232	CTX-M-233	CTX-M-234	CTX-M-235	CTX-M-236	CTX-M-237	CTX-M-238	CTX-M-239	CTX-M-240	CTX-M-241	CTX-M-242	CTX-M-244	CTX-M-73	CTX-M-97
CTX-M-25	201	200	222	222	201	201	201	201	201	220	205	221	200	234	246	202	221	220	205	200	372	0	200	219	2	218	204	221	201	221	201	221	3	204	201	219	200	195	218	102	198	202	203	1	101	199	219	205	200	220	219	200	200	234	221	202	203	200	220	201	206	218	212	201	222	222	220	205	211	207	212	205	2	199	221	205	221	218	221	199	201	202	233	222	201	221	221	216	3	218	205	222	221	204	36	205	103	218	201	200	27	221	206	221	218	204	220	207	199	222	211	218	220	206	205	219	200	199	204	3	222	222	219	201	200	201	222	222	204	201	218	1	201	1	200	222	201	220	220	199	220	219	220	207	219	221	221	201	221	220	223	219	221	222	201	216	221	205	221	221	199	220	221	221	221	219	221	221	221	221	221	36	221	222	221	221	220	201	200	221	221	200	200	220	201	214	205	201	221	222	222	33	218	220	221	219	219	230	221	203	202	203	221	2	221	202	222	197	220	201	220	219	220	221	221	206	220	219	221	200	217	199	222	221	221	201	200	204	200	221	202	204
CTX-M-147	5	4	234	231	3	3	3	1	3	233	208	233	3	245	256	4	233	234	206	4	358	200	0	233	201	233	207	231	6	231	3	233	201	207	4	229	2	67	147	198	2	4	6	201	193	3	231	208	2	234	228	4	2	245	233	2	208	4	233	3	208	232	214	3	232	232	232	208	214	11	118	207	200	3	233	209	233	236	233	5	3	9	243	232	3	231	229	172	199	234	208	207	233	6	200	208	199	234	3	7	201	231	209	233	230	207	232	206	1	232	15	231	232	208	10	235	4	3	208	200	210	232	230	3	5	4	230	234	209	3	228	199	3	199	4	233	3	232	232	4	232	233	232	209	234	233	235	3	233	234	236	146	233	232	3	233	233	208	233	233	4	234	233	231	233	232	233	233	233	233	233	199	233	231	233	233	232	3	4	233	231	4	4	232	3	120	208	3	233	232	232	200	233	232	233	233	231	240	230	5	7	5	233	202	233	5	232	67	234	5	232	231	232	233	233	209	232	232	233	4	146	3	232	233	233	5	4	7	4	233	4	208
CTX-M-1	236	235	15	11	234	234	234	234	234	1	233	12	235	25	43	235	12	1	233	235	397	219	233	0	220	16	231	10	235	12	234	12	220	232	234	24	233	172	94	229	233	235	236	220	225	233	10	233	233	1	31	235	233	25	12	235	233	235	12	234	231	1	240	234	11	9	11	233	239	239	121	234	219	234	9	236	12	17	12	235	234	239	23	12	234	10	10	71	220	15	233	238	12	234	222	233	230	1	234	236	223	12	230	12	25	232	9	232	232	11	244	6	11	235	240	16	235	234	233	219	237	11	7	234	234	232	11	12	234	234	23	218	233	218	235	19	234	13	11	233	11	12	11	232	1	12	2	234	12	1	15	95	12	11	234	17	12	233	12	12	234	1	12	14	12	11	12	12	12	12	12	222	12	14	12	12	11	234	235	12	12	235	235	12	234	123	233	234	12	11	11	223	16	11	12	12	12	19	13	233	236	236	12	221	12	236	11	170	1	236	12	12	11	12	12	235	11	12	12	235	95	234	11	12	12	236	235	236	235	12	235	233
CTX-M-94	200	199	221	221	200	200	200	200	200	221	204	220	199	233	245	201	220	219	204	199	373	2	201	220	0	217	203	222	200	220	200	220	3	203	200	218	201	194	217	101	199	201	202	1	100	198	220	204	201	221	218	199	199	233	220	201	202	199	219	200	205	219	211	200	221	221	221	204	210	206	211	204	2	200	220	204	220	217	220	198	200	201	232	221	200	220	222	215	3	219	204	221	220	203	36	204	102	219	200	199	27	220	205	220	219	203	221	206	200	221	210	219	221	205	204	218	199	198	203	5	221	221	220	200	201	200	223	221	203	202	217	3	200	3	199	221	200	219	219	198	219	218	221	206	220	220	222	200	220	221	222	218	220	221	200	215	220	204	220	220	198	221	220	220	220	220	220	220	220	220	220	36	220	221	220	220	221	200	199	220	220	199	199	219	200	213	204	200	220	221	221	33	217	221	220	218	218	229	222	202	201	202	220	2	220	201	221	196	221	200	219	218	221	222	220	205	221	218	220	199	218	198	221	220	220	200	199	205	199	220	201	203
CTX-M-30	234	233	16	12	232	232	232	232	232	17	231	13	233	29	45	233	13	15	231	233	397	218	233	16	217	0	229	15	233	13	232	13	217	230	232	25	233	170	95	226	233	233	234	217	222	231	13	231	233	17	30	233	231	29	13	233	231	233	13	232	229	15	238	232	12	12	14	231	237	236	123	232	216	234	14	234	13	10	13	233	232	237	28	13	232	11	13	72	217	10	231	234	13	232	219	231	227	17	232	234	220	13	228	13	28	230	14	230	232	12	242	18	14	233	238	9	233	232	231	218	233	12	16	232	234	232	14	7	232	234	24	217	231	217	233	21	232	10	12	232	12	13	14	230	17	13	18	232	13	17	16	96	13	12	232	12	13	231	13	13	232	17	13	11	13	14	13	13	13	13	13	220	13	13	13	13	14	232	233	13	13	233	233	13	232	125	231	232	13	12	12	220	9	14	13	13	13	20	12	231	234	234	13	218	13	234	12	168	17	234	13	13	14	15	13	233	14	13	13	233	99	232	12	13	13	234	233	236	233	13	233	231
CTX-M-76	206	207	231	228	204	206	206	206	206	232	7	229	205	242	254	207	229	230	7	207	372	204	207	231	203	229	0	230	207	229	206	229	203	6	205	227	207	203	218	211	207	207	208	203	209	204	229	7	207	232	220	207	205	242	227	207	7	207	229	206	8	231	19	206	228	227	230	7	21	207	215	7	202	208	229	16	229	232	229	204	206	209	241	228	206	227	229	219	201	232	7	143	229	207	208	7	212	232	206	208	208	229	9	229	230	6	229	3	206	228	213	228	230	8	210	231	207	206	7	202	144	227	228	206	208	205	228	229	8	208	226	203	206	203	207	226	206	230	228	204	228	229	230	9	232	229	233	206	229	232	232	219	229	228	206	230	229	7	229	229	206	232	229	228	229	230	229	229	229	229	229	208	229	230	229	229	230	206	207	229	229	207	207	228	205	217	7	206	229	228	228	209	230	230	229	229	227	236	230	206	208	208	229	204	229	208	228	203	232	208	228	227	228	231	229	10	230	227	229	207	219	206	228	229	229	208	207	211	207	229	205	7
CTX-M-69	234	231	7	5	232	232	232	232	232	11	232	4	233	19	37	233	4	11	232	231	399	221	231	10	222	15	230	0	233	4	232	4	222	231	232	26	231	168	88	230	229	233	234	222	226	231	2	232	231	11	31	231	231	19	4	233	230	231	4	232	230	11	239	232	5	3	3	232	238	237	117	233	223	230	3	235	4	11	4	233	232	237	17	6	232	4	4	63	224	11	232	235	4	232	226	232	231	9	232	232	227	2	229	4	25	231	1	231	230	5	242	9	3	234	238	12	231	230	232	223	234	5	5	232	232	230	5	8	231	232	25	220	231	222	231	23	232	13	3	231	5	4	3	231	11	4	12	232	4	11	7	89	4	5	232	13	4	232	4	4	230	11	4	8	4	3	4	4	4	4	4	227	4	8	4	4	3	232	231	4	4	231	231	4	232	119	232	232	4	5	5	227	12	3	4	4	4	13	7	231	234	234	4	223	4	234	5	168	11	232	4	4	3	4	4	234	3	4	4	231	89	232	5	4	4	232	231	234	231	4	233	232
CTX-M-9	7	6	234	232	5	5	5	5	5	236	208	233	6	245	256	6	233	234	208	6	358	201	6	235	200	233	207	233	0	231	5	233	200	207	6	229	6	69	147	199	6	6	8	200	194	5	233	208	6	236	228	6	4	245	233	6	208	6	233	5	208	234	214	5	232	232	234	208	214	13	120	207	199	7	233	209	233	236	233	7	5	11	243	232	5	231	233	174	198	236	208	210	233	8	199	208	200	236	5	1	200	231	209	233	232	207	234	206	5	232	17	234	234	208	12	235	6	5	208	201	212	232	232	5	1	6	232	234	209	7	228	200	5	200	6	233	5	234	232	6	232	233	234	209	236	233	237	5	233	236	236	146	233	232	5	233	233	208	233	233	6	236	233	231	233	234	233	233	233	233	233	198	233	231	233	233	234	5	6	233	231	6	6	232	5	122	208	5	233	232	232	199	233	234	233	233	231	240	233	7	1	7	233	201	233	3	232	71	236	7	232	231	234	235	233	209	234	232	233	6	150	5	232	233	233	7	6	11	6	233	6	208
CTX-M-82	232	229	5	3	230	230	230	230	230	13	231	2	231	18	36	231	2	11	231	229	399	221	231	12	220	13	229	4	231	0	230	2	220	230	230	24	231	164	86	228	229	231	232	220	224	229	2	231	231	13	29	229	229	18	2	231	229	229	2	230	229	11	238	230	3	3	3	231	237	235	113	232	221	230	3	234	2	9	2	231	230	235	17	4	230	2	4	61	222	11	231	235	2	230	224	231	229	11	230	230	225	2	228	2	25	230	3	230	230	3	240	11	3	233	236	10	229	228	231	223	234	3	7	230	232	230	5	8	230	232	23	220	229	222	229	21	230	11	1	229	3	2	3	230	13	2	14	230	2	13	5	85	2	3	230	11	2	231	2	2	228	13	2	6	2	3	2	2	2	2	2	225	2	6	2	2	3	230	229	2	2	229	229	2	230	115	231	230	2	3	3	225	10	3	2	2	2	11	7	229	232	232	2	221	2	232	3	164	13	230	2	2	3	4	2	233	3	2	2	229	87	230	3	2	2	230	229	234	229	2	231	231
CTX-M-47	4	3	233	231	2	2	2	2	2	235	207	232	3	244	255	3	232	233	207	3	359	201	3	234	200	232	206	232	5	230	0	232	200	206	3	228	3	66	146	197	3	1	5	200	192	2	232	207	3	235	227	3	1	244	232	3	207	3	232	2	207	233	213	2	231	231	233	207	213	10	117	206	199	4	232	208	232	235	232	4	2	8	242	231	2	230	232	171	198	235	207	207	232	5	199	207	198	235	2	6	200	230	208	232	231	206	233	205	2	231	14	233	233	207	9	234	3	2	207	201	209	231	231	2	6	3	231	233	208	4	227	200	2	200	3	232	2	233	231	3	231	232	233	208	235	232	236	2	232	235	235	145	232	231	2	232	232	207	232	232	3	235	232	230	232	233	232	232	232	232	232	198	232	230	232	232	233	2	3	232	230	3	3	231	2	119	207	2	232	231	231	199	232	233	232	232	230	239	232	4	6	4	232	201	232	6	231	68	235	4	231	230	233	234	232	208	233	231	232	3	147	2	231	232	232	4	3	8	3	232	3	207
CTX-M-117	234	231	5	3	232	232	232	232	232	13	231	2	233	18	36	233	2	11	231	231	401	221	233	12	220	13	229	4	233	2	232	0	220	230	232	24	233	166	86	228	231	233	234	220	224	231	2	231	233	13	29	231	231	18	2	233	229	231	2	232	229	11	238	232	3	3	3	231	237	237	115	232	221	232	3	234	2	9	2	233	232	237	17	4	232	2	4	61	222	11	231	235	2	232	224	231	229	11	232	232	225	2	228	2	25	230	3	230	232	3	242	11	3	233	238	10	231	230	231	223	234	3	7	232	234	232	5	8	230	234	23	220	231	222	231	21	232	11	1	231	3	2	3	230	13	2	14	232	2	13	5	87	2	3	232	11	2	231	2	2	230	13	2	6	2	3	2	2	2	2	2	225	2	6	2	2	3	232	231	2	2	231	231	2	232	117	231	232	2	3	3	225	10	3	2	2	2	11	7	231	234	234	2	221	2	234	3	166	13	232	2	2	3	4	2	233	3	2	2	231	89	232	3	2	2	232	231	236	231	2	233	231
CTX-M-41	200	199	221	221	200	200	200	200	200	221	204	220	199	233	245	201	218	219	204	199	373	3	201	220	3	217	203	222	200	220	200	220	0	203	200	218	201	194	217	103	199	201	202	2	102	198	220	204	201	221	218	199	199	233	220	201	202	199	219	200	205	219	211	200	221	221	221	204	210	206	211	204	3	200	220	204	220	217	220	198	200	201	232	221	200	220	222	215	4	219	204	221	220	203	37	204	104	219	200	199	28	220	205	220	219	203	221	206	200	221	210	219	221	205	204	218	199	198	203	6	221	221	220	200	201	200	223	221	203	202	217	2	200	4	199	221	200	219	219	198	219	218	221	206	220	220	222	200	220	221	222	218	220	221	200	215	220	204	220	220	198	221	220	220	220	220	220	220	220	220	220	37	220	221	220	220	221	200	199	220	220	199	199	219	200	213	204	200	220	221	221	34	217	221	220	218	218	229	222	202	201	202	220	3	220	201	221	196	221	200	219	218	221	222	220	205	221	218	220	199	218	200	221	220	220	200	199	205	199	220	201	203
CTX-M-20	206	207	232	229	204	206	206	206	206	233	2	230	205	243	255	207	230	231	2	207	374	204	207	232	203	230	6	231	207	230	206	230	203	0	205	228	207	202	220	211	207	207	208	203	209	204	230	2	207	233	221	207	205	243	228	207	2	207	230	206	8	232	18	206	229	228	231	2	21	207	214	5	202	208	230	14	230	232	230	204	206	209	242	229	206	228	230	220	201	232	2	139	230	207	206	2	212	233	206	208	206	230	9	230	231	1	230	7	206	229	213	229	231	6	210	231	207	206	2	202	140	228	229	206	208	205	229	230	3	208	227	203	206	203	207	227	206	231	229	204	229	230	231	4	233	230	234	206	230	233	233	221	230	229	206	231	230	2	230	230	206	233	230	229	230	231	230	230	230	230	230	206	230	231	230	230	231	206	207	230	230	207	207	229	205	216	2	206	230	229	229	207	231	231	230	230	228	237	231	206	208	208	230	204	230	208	229	202	233	208	229	228	229	232	230	5	231	228	230	207	220	206	229	230	230	208	207	211	207	230	205	2
CTX-M-122	5	4	233	231	3	3	1	3	3	235	206	232	4	244	255	2	232	233	206	4	359	201	4	234	200	232	205	232	6	230	3	232	200	205	0	228	2	67	147	198	4	4	6	200	193	3	232	206	4	235	227	4	2	244	232	2	206	4	232	3	206	233	212	3	231	231	233	206	212	11	118	205	199	5	232	207	232	235	232	5	3	9	242	231	3	230	232	172	198	235	206	207	232	6	200	206	199	235	3	7	201	230	207	232	231	205	233	204	3	231	15	233	233	206	10	234	4	3	206	201	209	231	231	3	7	4	231	233	207	3	227	200	3	200	4	232	3	233	231	4	231	232	233	207	235	232	236	3	232	235	235	146	232	231	3	232	232	206	232	232	4	235	232	230	232	233	232	232	232	232	232	199	232	230	232	232	233	3	4	232	230	4	2	231	3	120	206	3	232	231	231	200	232	233	232	232	230	239	232	5	7	3	232	201	232	7	231	69	235	5	231	230	233	234	232	207	233	231	232	4	148	3	231	232	232	5	4	9	4	232	4	206
CTX-M-34	230	229	27	23	228	228	228	228	227	25	229	24	229	40	56	229	24	23	229	229	401	219	229	24	218	25	227	26	229	24	228	24	218	228	228	0	229	172	99	223	229	229	230	218	219	227	24	229	229	25	17	229	227	40	24	229	229	229	24	228	227	23	236	228	23	23	25	229	235	233	121	230	217	230	25	232	24	25	24	229	228	233	39	22	228	22	24	78	218	25	229	234	24	228	222	229	224	25	228	230	223	24	226	22	5	228	25	228	228	23	238	26	25	231	234	24	229	228	229	219	233	23	25	228	230	228	25	25	230	230	1	218	227	218	229	15	228	23	23	227	23	24	25	229	25	24	26	228	24	25	27	100	24	21	228	25	24	229	24	24	228	25	24	24	24	25	24	24	24	24	24	223	24	26	24	24	25	228	229	24	24	229	229	24	228	123	229	228	24	23	23	223	24	25	24	24	24	31	25	227	230	230	24	219	24	230	23	170	25	230	24	24	25	26	24	231	25	23	24	229	99	228	23	24	24	230	229	232	229	24	229	229
CTX-M-65	5	4	234	232	3	3	1	3	3	234	208	233	4	245	256	2	233	234	208	4	358	200	2	233	201	233	207	231	6	231	3	233	201	207	2	229	0	67	147	198	2	4	6	201	193	3	231	208	2	234	228	4	2	245	233	2	208	4	233	3	208	232	214	3	232	232	232	208	214	11	118	207	200	3	233	209	233	236	233	5	3	9	243	232	3	231	231	172	199	234	208	208	233	6	200	208	199	234	3	7	201	231	209	233	230	207	232	206	1	232	15	232	232	208	10	235	4	3	208	200	210	232	230	3	5	4	230	234	209	1	228	199	3	199	4	233	3	234	232	4	232	233	232	209	234	233	235	3	233	234	236	146	233	232	3	233	233	208	233	233	4	234	233	231	233	232	233	233	233	233	233	199	233	231	233	233	232	3	4	233	231	4	2	232	3	120	208	3	233	232	232	200	233	232	233	233	231	240	231	5	7	3	233	202	233	7	232	69	234	5	232	231	232	233	233	209	232	232	233	4	146	3	232	233	233	5	4	7	4	233	4	208
CTX-M-137	68	65	167	167	66	66	66	66	66	173	203	166	67	181	199	67	166	171	203	65	358	195	67	172	194	170	203	168	69	164	66	166	194	202	67	172	67	0	148	185	65	67	69	194	177	66	166	203	67	173	172	65	65	181	166	67	201	65	166	66	201	171	211	66	167	167	167	203	210	74	95	202	195	66	166	204	166	170	166	68	66	71	180	167	66	166	168	105	196	172	203	207	166	69	196	203	186	171	66	68	196	166	202	166	173	202	167	202	66	167	77	169	167	203	72	171	65	64	203	197	209	167	167	66	70	66	167	167	202	68	171	194	66	196	65	176	66	170	165	67	167	166	167	204	173	166	174	66	166	173	169	147	166	167	66	171	166	203	166	166	65	173	166	168	166	167	166	166	166	166	166	195	166	168	166	166	167	66	65	166	164	65	65	165	66	97	203	66	166	167	167	196	171	167	166	166	164	175	170	68	70	68	166	195	166	70	167	4	173	66	165	166	167	168	166	204	167	165	166	65	125	66	167	166	166	66	65	72	65	166	67	203
CTX-M-123	148	145	87	87	146	146	146	146	146	95	221	86	147	102	119	147	86	93	221	145	394	218	147	94	217	95	218	88	147	86	146	86	217	220	147	99	147	148	0	221	145	147	148	217	215	145	86	221	147	95	94	145	145	102	86	147	219	145	86	146	221	93	226	146	87	87	87	221	226	151	53	222	218	146	87	224	86	92	86	147	146	151	101	88	146	86	88	45	217	94	221	233	86	148	216	221	222	93	146	146	218	86	220	86	100	220	87	219	146	87	158	95	87	223	152	93	145	144	221	220	233	87	91	146	148	146	89	92	220	148	98	217	145	219	145	96	146	94	85	146	87	86	87	220	95	86	96	146	86	95	89	1	86	87	146	94	86	221	86	86	144	95	86	89	86	87	86	86	86	86	86	217	86	90	86	86	87	146	145	86	86	145	145	85	146	55	221	146	86	87	87	217	93	87	86	86	86	95	91	147	148	148	86	218	86	148	87	150	95	146	86	84	87	88	86	222	87	86	86	145	27	146	87	86	86	146	145	152	145	86	147	221
CTX-M-40	198	198	229	227	197	197	197	197	197	230	212	228	196	235	253	198	228	228	212	198	368	102	198	229	101	226	211	230	199	228	197	228	103	211	198	223	198	185	221	0	198	198	199	101	21	195	228	212	198	230	225	198	196	235	228	198	212	198	228	197	213	228	217	197	227	227	229	212	215	203	211	210	100	199	228	212	228	231	228	197	197	198	234	227	197	226	228	213	101	231	212	227	228	200	104	211	1	230	197	200	97	228	213	228	226	211	229	212	197	227	207	228	229	211	201	230	198	197	212	102	227	227	227	197	200	197	229	228	212	199	222	103	197	101	198	226	197	229	227	195	225	226	229	214	230	228	231	197	228	230	230	222	228	227	197	229	228	210	228	228	198	230	228	225	228	229	228	228	228	228	228	105	228	227	228	228	229	197	198	228	226	198	198	227	197	213	212	197	228	227	227	104	228	229	228	228	226	235	227	199	200	199	228	102	228	200	227	185	230	199	227	226	229	230	228	213	229	226	228	198	214	195	227	228	228	199	198	202	198	228	198	211
CTX-M-98	5	2	232	232	3	3	3	3	3	234	208	231	4	243	256	4	231	234	208	2	358	198	2	233	199	233	207	229	6	229	3	231	199	207	4	229	2	65	145	198	0	4	6	199	193	3	229	208	2	234	228	2	2	243	231	4	206	2	231	3	208	232	214	3	232	232	230	208	214	11	116	207	200	1	231	209	231	234	231	5	3	9	241	232	3	231	231	170	199	234	208	208	231	6	200	208	199	232	3	5	201	229	209	231	228	207	230	206	1	232	15	232	230	208	10	235	2	1	208	200	210	232	230	3	5	4	230	232	207	3	228	197	3	199	2	233	3	234	230	4	232	231	230	209	234	231	235	3	231	234	234	144	231	232	3	231	231	208	231	231	2	234	231	231	231	230	231	231	231	231	231	199	231	231	231	231	230	3	2	231	229	2	2	230	3	118	208	3	231	232	232	200	233	230	231	231	229	240	231	5	7	5	231	200	231	7	232	69	234	3	230	229	230	231	231	209	230	230	231	2	144	3	232	231	231	3	2	7	2	231	4	208
CTX-M-49	5	4	234	232	3	1	3	3	3	236	208	233	4	245	256	4	233	234	208	4	360	202	4	235	201	233	207	233	6	231	1	233	201	207	4	229	4	67	147	198	4	0	6	201	193	3	233	208	4	236	228	4	2	245	233	4	208	4	233	3	208	234	214	3	232	232	234	208	214	11	118	207	200	5	233	209	233	236	233	3	3	9	243	232	3	231	233	172	199	236	208	208	233	6	200	208	199	236	3	7	201	231	209	233	232	207	234	206	3	232	15	234	234	208	10	235	4	3	208	202	210	232	232	3	7	4	232	234	209	5	228	201	3	201	4	233	3	234	232	4	232	233	234	209	236	233	237	3	233	236	236	146	233	232	3	233	233	208	233	233	4	236	233	231	233	234	233	233	233	233	233	199	233	231	233	233	234	3	4	233	231	4	4	232	3	120	208	3	233	232	232	200	233	234	233	233	231	240	233	5	7	5	233	202	233	7	232	69	236	5	232	231	234	235	233	209	234	232	233	4	148	3	232	233	233	5	4	9	4	233	4	208
CTX-M-81	7	6	235	233	5	5	5	5	5	237	209	234	6	246	257	6	234	235	209	6	359	203	6	236	202	234	208	234	8	232	5	234	202	208	6	230	6	69	148	199	6	6	0	202	194	5	234	209	6	237	229	6	4	246	234	6	209	6	234	5	209	235	215	5	233	233	235	209	215	13	120	208	201	7	234	210	234	237	234	7	5	11	244	233	5	232	234	174	200	237	209	208	234	8	201	209	200	237	5	9	202	232	210	234	233	208	235	207	5	233	17	235	235	209	12	236	6	5	209	203	210	233	233	5	9	6	233	235	210	7	229	202	5	202	6	234	5	235	233	6	233	234	235	210	237	233	238	5	234	237	237	147	234	233	5	234	234	209	234	234	6	237	234	232	234	235	234	232	234	234	234	200	234	232	234	234	235	4	6	234	232	6	6	233	5	122	209	5	234	233	233	201	234	235	234	234	232	241	234	7	9	6	234	203	234	9	233	71	237	7	233	232	235	236	234	210	235	233	234	6	150	5	233	234	234	7	6	11	6	234	6	209
CTX-M-100	200	199	221	221	200	200	200	200	200	221	204	220	199	233	245	201	220	219	204	199	373	1	201	220	1	217	203	222	200	220	200	220	2	203	200	218	201	194	217	101	199	201	202	0	100	198	220	204	201	221	218	199	199	233	220	201	202	199	219	200	205	219	211	200	221	221	221	204	210	206	211	204	1	200	220	204	220	217	220	198	200	201	232	221	200	220	222	215	2	219	204	221	220	203	35	204	102	219	200	199	26	220	205	220	219	203	221	206	200	221	210	219	221	205	204	218	199	198	203	4	221	221	220	200	201	200	223	221	203	202	217	2	200	2	199	221	200	219	219	198	219	218	221	206	220	220	222	200	220	221	222	218	220	221	200	215	220	204	220	220	198	221	220	220	220	220	220	220	220	220	220	35	220	221	220	220	221	200	199	220	220	199	199	219	200	213	204	200	220	221	221	32	217	221	220	218	218	229	222	202	201	202	220	1	220	201	221	196	221	200	219	218	221	222	220	205	221	218	220	199	218	198	221	220	220	200	199	205	199	220	201	203
CTX-M-8	193	191	225	223	192	192	192	192	192	226	210	224	191	237	249	193	224	224	210	193	364	101	193	225	100	222	209	226	194	224	192	224	102	209	193	219	193	177	215	21	193	193	194	100	0	190	224	210	193	226	221	193	191	237	224	193	210	193	224	192	211	224	215	192	223	223	225	210	213	198	203	208	99	194	224	210	224	227	224	192	192	193	236	223	192	222	224	207	100	227	210	224	224	195	106	209	22	226	192	195	105	224	211	224	222	209	225	210	192	223	202	224	225	209	196	226	193	192	210	101	224	223	223	192	195	192	225	224	210	194	218	102	192	100	193	222	192	225	223	190	221	222	225	212	226	224	227	190	224	226	226	216	224	223	192	225	224	208	224	224	193	226	224	221	224	225	224	224	224	224	224	107	224	223	224	224	225	192	193	222	222	193	193	223	192	203	210	192	224	223	223	105	224	225	224	224	222	231	223	194	193	194	224	101	224	195	223	177	226	194	223	222	225	226	224	211	225	222	224	191	208	190	223	224	224	194	193	197	193	224	193	209
CTX-M-48	4	3	232	230	2	2	2	2	2	234	205	231	3	243	254	3	231	232	205	3	357	199	3	233	198	231	204	231	5	229	2	231	198	204	3	227	3	66	145	195	3	3	5	198	190	0	231	205	3	234	226	3	1	243	231	3	205	3	231	2	205	232	211	2	230	230	232	205	211	10	116	204	197	4	231	206	231	234	231	2	2	8	241	230	2	229	231	170	196	234	205	205	231	5	197	205	196	234	2	6	198	229	206	231	230	204	232	203	2	230	14	232	232	205	9	233	3	2	205	199	207	230	230	2	6	3	230	232	206	4	226	198	2	198	3	231	2	232	230	3	230	231	232	207	234	231	235	2	231	234	234	144	231	230	2	231	231	205	231	231	3	234	231	229	231	232	231	231	231	231	231	196	231	229	231	231	232	2	3	231	229	3	3	230	2	118	205	2	231	230	230	197	231	232	231	231	229	238	231	4	6	4	231	199	231	6	230	68	234	4	230	229	232	233	231	206	232	229	231	3	146	2	230	231	231	4	3	8	3	231	3	205
